,t(min),Te[K],Tc[K],dT[K],P[bar],TR[K/W],GFE [KJ/mol],GFE_Tc [KJ/mol],dG [KJ/mol]
314,35.0,356.54999999999995,344.4,12.150000000000006,0.8465966813410092,0.15187500000000007,-493.65690287258235,-476.8347702967813,-16.82213257580105
315,35.5,356.75,343.9,12.849999999999994,0.8465966813410092,0.16062499999999993,-493.9338104046943,-476.14250146650147,-17.791308938192856
316,36.0,357.15,344.15,13.0,0.8465966813410092,0.1625,-494.4876254689183,-476.4886358816413,-17.99898958727698
317,36.5,357.15,345.15,12.0,0.8799272593465607,0.15,-379.82685102559316,-367.0649240696724,-12.761926955920785
318,37.0,357.75,345.4,12.349999999999994,0.8799272593465607,0.15437499999999993,-380.46494737338924,-367.3307975479207,-13.134149825468512
319,37.5,358.34999999999997,346.4,11.950000000000003,0.8799272593465607,0.14937500000000004,-381.1030437211852,-368.3942914609141,-12.708752260271126
320,38.0,358.34999999999997,346.15,12.200000000000003,0.8799272593465607,0.15250000000000002,-381.1030437211852,-368.1284179826657,-12.974625738519478
321,38.5,358.54999999999995,346.4,12.150000000000006,0.8799272593465607,0.15187500000000007,-381.31574250378384,-368.3942914609141,-12.921451042869762
322,39.0,358.75,346.4,12.349999999999994,0.8799272593465607,0.15437499999999993,-381.5284412863826,-368.3942914609141,-13.134149825468512
323,39.5,358.75,346.9,11.849999999999994,0.8799272593465607,0.14812499999999992,-381.5284412863826,-368.9260384174108,-12.602402868971808
324,40.0,359.54999999999995,347.9,11.650000000000006,0.8799272593465607,0.14562500000000006,-382.3792364167773,-369.9895323304042,-12.389704086373115
325,40.5,359.34999999999997,347.9,11.450000000000003,0.8799272593465607,0.14312500000000003,-382.1665376341786,-369.9895323304042,-12.177005303774422
326,41.0,359.34999999999997,346.65,12.700000000000003,0.8799272593465607,0.15875000000000003,-382.1665376341786,-368.6601649391624,-13.506372695016182
327,41.5,359.34999999999997,346.15,13.200000000000003,0.8799272593465607,0.16500000000000004,-382.1665376341786,-368.1284179826657,-14.038119651512886
328,42.0,359.34999999999997,346.4,12.950000000000003,0.8799272593465607,0.16187500000000005,-382.1665376341786,-368.3942914609141,-13.772246173264534
329,42.5,359.34999999999997,346.15,13.200000000000003,0.8799272593465607,0.16500000000000004,-382.1665376341786,-368.1284179826657,-14.038119651512886
330,43.0,359.75,347.15,12.599999999999994,0.8799272593465607,0.15749999999999992,-382.591935199376,-369.19191189565913,-13.400023303716864
331,43.5,359.54999999999995,347.15,12.400000000000006,0.8799272593465607,0.15500000000000008,-382.3792364167773,-369.19191189565913,-13.187324521118171
332,44.0,359.34999999999997,348.15,11.200000000000003,0.9465884153576638,0.14000000000000004,-163.99402266134646,-158.88275772797488,-5.1112649333715865
333,44.5,359.54999999999995,346.65,12.900000000000006,0.9465884153576638,0.16125000000000006,-164.0852952494424,-158.1982133172555,-5.887081932186902
334,45.0,360.15,346.9,13.25,0.9465884153576638,0.165625,-164.35911301373017,-158.3123040523754,-6.04680896135477
335,45.5,360.54999999999995,347.15,13.400000000000006,0.9465884153576638,0.16750000000000007,-164.541658189922,-158.42639478749527,-6.115263402426734
336,46.0,360.34999999999997,346.9,13.450000000000003,0.9465884153576638,0.16812500000000002,-164.45038560182607,-158.3123040523754,-6.138081549450675
337,46.5,360.15,346.9,13.25,0.9465884153576638,0.165625,-164.35911301373017,-158.3123040523754,-6.04680896135477
338,47.0,360.15,346.9,13.25,0.9465884153576638,0.165625,-164.35911301373017,-158.3123040523754,-6.04680896135477
339,47.5,360.34999999999997,346.65,13.700000000000003,0.9465884153576638,0.17125000000000004,-164.45038560182607,-158.1982133172555,-6.252172284570577
340,48.0,360.54999999999995,346.9,13.650000000000006,0.9465884153576638,0.17062500000000008,-164.541658189922,-158.3123040523754,-6.229354137546608
341,48.5,360.54999999999995,347.4,13.150000000000006,0.9465884153576638,0.16437500000000008,-164.541658189922,-158.54048552261517,-6.001172667306832
342,49.0,360.75,347.9,12.849999999999994,0.9465884153576638,0.16062499999999993,-164.63293077801794,-158.76866699285497,-5.8642637851629615
343,49.5,360.34999999999997,346.65,13.700000000000003,0.9465884153576638,0.17125000000000004,-164.45038560182607,-158.1982133172555,-6.252172284570577
344,50.0,360.54999999999995,346.9,13.650000000000006,0.9465884153576638,0.17062500000000008,-164.541658189922,-158.3123040523754,-6.229354137546608
346,0.0,304.4833333333333,301.15,3.333333333333332,0.3799685892632876,0.04166666666666665,-2449.623484487101,-2422.8062149651014,-26.817269521999606
347,0.5,304.15,301.15,3.0,0.3799685892632876,0.0375,-2446.941757534901,-2422.8062149651014,-24.13554256979978
348,1.0,303.81666666666666,301.15,2.666666666666668,0.3799685892632876,0.03333333333333335,-2444.2600305827013,-2422.8062149651014,-21.453815617599957
349,1.5,305.4833333333333,301.9,3.5833333333333357,0.3799685892632876,0.044791666666666695,-2457.6686653437014,-2428.8401006075514,-28.82856473614993
350,2.0,306.4833333333333,302.15,4.333333333333336,0.3799685892632876,0.054166666666666696,-2465.7138462003013,-2430.8513958217018,-34.86245037859953
351,2.5,307.4833333333333,302.15,5.333333333333336,0.3799685892632876,0.0666666666666667,-2473.7590270569012,-2430.8513958217018,-42.90763123519946
352,3.0,309.15,302.15,7.0,0.3799685892632876,0.0875,-2487.1676618179017,-2430.8513958217018,-56.316265996199945
353,3.5,312.15,302.65,9.5,0.3799685892632876,0.11875,-2511.303204387702,-2434.8739862500015,-76.42921813770045
354,4.0,313.81666666666666,303.15,10.666666666666664,0.3799685892632876,0.1333333333333333,-2524.711839148702,-2438.8965766783017,-85.81526247040028
355,4.5,315.15,303.4,11.75,0.3799685892632876,0.146875,-2535.438746957502,-2440.9078718924516,-94.53087506505062
356,5.0,316.4833333333333,304.15,12.333333333333336,0.3799685892632876,0.1541666666666667,-2546.1656547663015,-2446.941757534901,-99.22389723140031
357,5.5,318.4833333333333,304.9,13.583333333333336,0.3799685892632876,0.1697916666666667,-2562.256016479502,-2452.9756431773517,-109.28037330215011
358,6.0,320.4833333333333,304.9,15.583333333333336,0.3799685892632876,0.1947916666666667,-2578.346378192702,-2452.9756431773517,-125.37073501535042
359,6.5,321.81666666666666,305.15,16.666666666666664,0.4132991672688391,0.20833333333333331,-2364.1018625422475,-2241.666632207054,-122.43523033519341
360,7.0,324.4833333333333,306.4,18.083333333333336,0.4132991672688391,0.2260416666666667,-2383.691499395878,-2250.849274482194,-132.84222491368428
361,7.5,326.4833333333333,307.4,19.083333333333336,0.4132991672688391,0.2385416666666667,-2398.3837270361014,-2258.195388302305,-140.18833873379617
362,8.0,328.4833333333333,308.65,19.833333333333336,0.4132991672688391,0.2479166666666667,-2413.0759546763243,-2267.3780305774444,-145.69792409887987
363,8.5,330.15,308.65,21.5,0.4799603232799422,0.26875,-2014.874740726993,-1883.6622405736373,-131.21250015335568
364,9.0,331.15,309.65,21.5,0.4799603232799422,0.26875,-2020.9776477108699,-1889.7651475575144,-131.21250015335545
365,9.5,333.4833333333333,310.65,22.833333333333336,0.4799603232799422,0.2854166666666667,-2035.217764006583,-1895.8680545413913,-139.3497094651916
366,10.0,335.4833333333333,311.4,24.083333333333336,0.4799603232799422,0.3010416666666667,-2047.423577974337,-1900.445234779299,-146.97834319503795
367,10.5,337.4833333333333,312.65,24.83333333333333,0.4799603232799422,0.3104166666666666,-2059.629391942091,-1908.0738685091455,-151.5555234329454
368,11.0,338.81666666666666,313.15,25.66666666666667,0.5132909012854937,0.3208333333333334,-1878.6404376917865,-1736.3261933096055,-142.31424438218096
369,11.5,339.4833333333333,313.65,25.83333333333333,0.5466214792910453,0.32291666666666663,-1704.7648769855675,-1575.0390406986794,-129.72583628688812
370,12.0,341.81666666666666,314.9,26.91666666666667,0.5466214792910453,0.3364583333333334,-1716.4820492953513,-1581.3160972932062,-135.1659520021451
371,12.5,332.15,315.15,17.0,0.5799520572965968,0.2125,-1504.4896999787488,-1427.4873669977503,-77.00233298099852
372,13.0,343.4833333333333,316.9,26.58333333333333,0.6132826353021483,0.3322916666666666,-1396.2456217716654,-1288.1854652028942,-108.06015656877116
373,13.5,343.15,318.9,24.25,0.6132826353021483,0.303125,-1394.8906354824019,-1296.3153829384758,-98.57525254392613
374,14.0,344.81666666666666,319.4,25.41666666666667,0.6132826353021483,0.31770833333333337,-1401.66556692872,-1298.347862372371,-103.31770455634887
375,14.5,347.15,319.65,27.5,0.6466132133076999,0.34375,-1258.4055659717937,-1158.7191103640614,-99.68645560773234
376,15.0,347.4833333333333,320.65,26.83333333333333,0.6799437913132514,0.3354166666666666,-1114.408630467747,-1028.3518462069637,-86.05678426078316
377,15.5,349.4833333333333,322.15,27.33333333333333,0.6799437913132514,0.3416666666666666,-1120.8228007232092,-1033.1624738985604,-87.66032682464879
378,16.0,350.4833333333333,323.15,27.33333333333333,0.7466049473243546,0.3416666666666666,-851.5025814161991,-785.0959889238044,-66.40659249239468
379,16.5,350.4833333333333,323.9,26.58333333333333,0.7466049473243546,0.3322916666666666,-851.5025814161991,-786.9181210348763,-64.58446038132274
380,17.0,352.15,325.4,26.75,0.7466049473243546,0.334375,-855.5517638852476,-790.56238525702,-64.98937862822766
381,17.5,352.81666666666666,326.65,26.16666666666667,0.7799355253299061,0.3270833333333334,-729.058597140215,-674.9879278828038,-54.07066925741128
382,18.0,354.15,328.15,26.0,0.8132661033354576,0.325,-608.5990302580441,-563.9185988399751,-44.68043141806902
383,18.5,354.15,329.15,25.0,0.8132661033354576,0.3125,-608.5990302580441,-565.6370769714392,-42.96195328660485
384,19.0,352.15,330.15,22.0,0.8132661033354576,0.275,-605.1620739951157,-567.3555551029035,-37.80651889221224
385,19.5,353.81666666666666,333.4,20.41666666666667,0.8132661033354576,0.25520833333333337,-608.0262042142227,-572.9406090301621,-35.085595184060594
386,20.0,354.81666666666666,333.4,21.41666666666667,0.8465966813410092,0.2677083333333334,-491.2570375942788,-461.604856030624,-29.652181563654835
387,20.5,355.81666666666666,333.4,22.41666666666667,0.8465966813410092,0.2802083333333334,-492.6415752548386,-461.604856030624,-31.036719224214607
388,21.0,356.81666666666666,334.4,22.41666666666667,0.8799272593465607,0.2802083333333334,-379.4723530545954,-355.6323645049933,-23.839988549602083
389,21.5,356.81666666666666,334.4,22.41666666666667,0.8799272593465607,0.2802083333333334,-379.4723530545954,-355.6323645049933,-23.839988549602083
390,22.0,358.15,335.15,23.0,0.8799272593465607,0.2875,-380.89034493858657,-356.4299849397383,-24.460359998848276
391,22.5,358.15,336.15,22.0,0.8799272593465607,0.275,-380.89034493858657,-357.49347885273176,-23.39686608585481
392,23.0,358.81666666666666,337.4,21.41666666666667,0.8799272593465607,0.2677083333333334,-381.59934088058213,-358.82284624397346,-22.776494636608675
393,23.5,358.15,338.15,20.0,0.9132578373521122,0.25,-270.18394760684816,-255.096194006019,-15.08775360082916
394,24.0,360.15,340.4,19.75,0.9132578373521122,0.246875,-271.6927229669311,-256.7935662861123,-14.899156680818805
395,24.5,360.81666666666666,341.15,19.66666666666667,0.9465884153576638,0.2458333333333334,-164.6633549740499,-155.68821714461762,-8.97513782943227
396,25.0,360.81666666666666,341.15,19.66666666666667,0.9465884153576638,0.2458333333333334,-164.6633549740499,-155.68821714461762,-8.97513782943227
397,25.5,360.81666666666666,342.4,18.41666666666667,0.9799189933632153,0.2302083333333334,-60.85265845620697,-57.74664027550076,-3.106018180706208
398,26.0,359.4833333333333,342.4,17.08333333333333,0.9799189933632153,0.2135416666666666,-60.62778836167619,-57.74664027550076,-2.881148086175429
399,26.5,360.4833333333333,343.9,16.58333333333333,1.0132495713687668,0.2072916666666666,39.44897194212393,37.634198855878,1.8147730862459355
400,27.0,360.81666666666666,343.15,17.66666666666667,1.0132495713687668,0.22083333333333338,39.485449793103754,37.552123691173406,1.9333261019303478
401,27.5,357.81666666666666,343.15,14.666666666666671,1.0132495713687668,0.1833333333333334,39.15714913428539,37.552123691173406,1.605025443111984
402,28.0,362.15,343.65,18.5,1.0132495713687668,0.23125,39.63136119702302,37.60684046764314,2.02452072937988
403,28.5,361.81666666666666,343.9,17.91666666666667,1.0132495713687668,0.2239583333333334,39.594883346043204,37.634198855878,1.9606844901652067
404,29.0,362.15,344.4,17.75,1.0132495713687668,0.221875,39.63136119702302,37.68891563234772,1.942445564675296
405,29.5,362.4833333333333,344.9,17.58333333333333,1.0132495713687668,0.2197916666666666,39.66783904800283,37.743632408817454,1.9242066391853783
406,30.0,362.81666666666666,345.4,17.41666666666667,1.0132495713687668,0.2177083333333334,39.704316898982654,37.79834918528718,1.9059677136954747
407,30.5,363.15,344.9,18.25,1.0132495713687668,0.228125,39.740794749962475,37.743632408817454,1.997162341145021
408,31.0,363.15,345.9,17.25,1.0132495713687668,0.215625,39.740794749962475,37.853065961756904,1.887728788205571
409,31.5,362.4833333333333,346.4,16.08333333333333,1.0132495713687668,0.20104166666666662,39.66783904800283,37.90778273822663,1.7600563097762034
410,32.0,363.4833333333333,355.15,8.333333333333329,1.0132495713687668,0.1041666666666666,39.77727260094229,38.86532632644685,0.9119462744954419
411,32.5,364.81666666666666,348.15,16.66666666666667,1.0622855177305341,0.2083333333333334,183.2673398574798,174.89476277047356,8.372577087006249
412,33.0,363.4833333333333,347.4,16.08333333333333,1.0636187408507563,0.20104166666666662,186.3879220478249,178.14066885986804,8.247253187956858
413,33.5,363.81666666666666,348.15,15.666666666666671,1.0649519639709784,0.1958333333333334,190.34796136816212,182.15120092626958,8.196760441892536
414,34.0,364.15,349.65,14.5,1.0662851870912005,0.18125,194.31019894973375,186.5730085480555,7.737190401678248
415,34.5,364.4833333333333,349.9,14.583333333333329,1.0676184102114226,0.1822916666666666,198.27463363140393,190.3414723333346,7.9331612980693365
416,35.0,364.4833333333333,349.4,15.083333333333329,1.0689516333316444,0.1885416666666666,202.05647621657468,193.6948176598963,8.361658556678378
417,35.5,364.4833333333333,349.65,14.833333333333329,1.0702848564518666,0.18541666666666662,205.83360493181902,197.45682005874212,8.3767848730769
418,36.0,364.81666666666666,349.4,15.416666666666671,1.0716180795720887,0.1927083333333334,209.79772389241796,200.93195137652017,8.865772515897788
419,36.5,365.4833333333333,347.4,18.08333333333333,1.0729513026923108,0.2260416666666666,213.95918198848614,203.37293945770466,10.586242530781476
420,37.0,366.15,350.4,15.75,1.0742845258125329,0.196875,218.12972282833826,208.7468383969677,9.38288443137057
421,37.5,365.4833333333333,350.4,15.083333333333329,1.1246536952945223,0.1885416666666666,356.9633670480811,342.23164890413875,14.731718143942373
422,38.0,366.15,350.9,15.25,1.1259869184147442,0.190625,361.22107453792654,346.17636229785177,15.044712240074773
423,38.5,366.81666666666666,350.65,16.16666666666667,1.1273201415349663,0.2020833333333334,365.48763976406906,349.379547139636,16.108092624433084
424,39.0,365.4833333333333,351.15,14.333333333333329,1.1286533646551884,0.1791666666666666,367.750642358512,353.3283908911255,14.422251467386502
425,39.5,365.4833333333333,350.4,15.083333333333329,1.1299865877754105,0.1885416666666666,371.33790747107406,356.012958487476,15.324948983598063
426,40.0,365.81666666666666,351.4,14.416666666666671,1.1313198108956326,0.1802083333333334,375.2628833731211,360.4739456484981,14.788937724622997
427,40.5,366.81666666666666,351.15,15.666666666666671,1.1326530340158547,0.1958333333333334,379.8805767937225,363.6559531313072,16.224623662415354
428,41.0,366.81666666666666,350.9,15.916666666666671,1.1339862571360766,0.1989583333333334,383.4682225109324,366.82902252465675,16.639199986275628
429,41.5,366.4833333333333,350.9,15.583333333333329,1.1353194802562987,0.1947916666666666,386.69993147161136,370.256962899782,16.44296857182934
430,42.0,367.4833333333333,351.65,15.833333333333329,1.1366527033765208,0.1979166666666666,391.3408248549359,374.4795711195198,16.861253735416085
431,42.5,367.81666666666666,350.65,17.16666666666667,1.137985926496743,0.2145833333333334,395.2805735654513,376.8321168717898,18.448456693661456
432,43.0,367.81666666666666,351.9,15.916666666666671,1.139319149616965,0.1989583333333334,398.8611511783064,381.6010850504672,17.260066127839195
433,43.5,368.15,351.9,16.25,1.140652372737187,0.203125,402.80224972591566,385.0227126946889,17.779537031226766
434,44.0,368.15,351.65,16.5,1.141985595857409,0.20625,406.37769940006586,388.1643840663674,18.21331533369846
435,44.5,368.15,352.4,15.75,1.143318818977631,0.196875,409.94897731204554,392.4107554115574,17.538221900488168
436,45.0,368.15,352.15,16.0,1.1446520420978532,0.2,413.5160931855653,395.5444580070537,17.971635178511576
437,45.5,368.15,352.65,15.5,1.1459852652180753,0.19375,417.07905671037884,399.51902580175226,17.560030908626572
438,46.0,367.81666666666666,352.65,15.166666666666671,1.1473184883382972,0.18958333333333338,420.2570202129616,402.9280117216935,17.329008491268098
439,46.5,367.81666666666666,352.4,15.416666666666671,1.1486517114585193,0.1927083333333334,423.8084894606073,406.0449817008057,17.7635077598016
440,47.0,367.81666666666666,352.9,14.916666666666671,1.1499849345787414,0.1864583333333334,427.3558389601558,410.0245835399129,17.331255420242883
441,47.5,367.15,352.9,14.25,1.1513181576989635,0.178125,430.11807489942527,413.424128100251,16.693946799174284
442,48.0,367.15,352.65,14.5,1.1526513808191856,0.18125,433.6507988314553,416.5244565107251,17.126342320730203
443,48.5,367.81666666666666,352.4,15.416666666666671,1.1539846039394075,0.1927083333333334,437.97326427307644,419.6160541841465,18.357210088929946
444,49.0,367.81666666666666,352.15,15.666666666666671,1.1553178270596296,0.1958333333333334,441.50422991797467,422.69893850817374,18.80529140980093
445,49.5,367.81666666666666,352.15,15.666666666666671,1.1566510501798517,0.1958333333333334,445.03112321905803,426.0756084324381,18.955514786619915
446,50.0,367.81666666666666,352.4,15.416666666666671,1.1579842733000738,0.1927083333333334,448.5539535589617,429.7532644909459,18.8006890680158
