,t(min),Te[K],Tc[K],dT[K],P[bar],TR[K/W],GFE [KJ/mol],GFE_Tc [KJ/mol],dG[KJ/mol],Fluid,FR
67,33.5,358.75,335.65,18.16666666666667,0.8799272593465607,0.2270833333333334,-381.5284412863826,-356.961731896235,-24.566709390147597,Al2O3 DI Water 60,60
68,34.0,359.15,335.9,18.25,0.8799272593465607,0.228125,-381.9538388515799,-357.22760537448335,-24.72623347709657,Al2O3 DI Water 60,60
69,34.5,359.35,336.15,17.66666666666667,0.8799272593465607,0.2208333333333333,-382.1665376341786,-357.49347885273176,-24.67305878144685,Al2O3 DI Water 60,60
70,35.0,359.75,336.15,18.33333333333333,0.8799272593465607,0.2291666666666666,-382.591935199376,-357.49347885273176,-25.09845634664424,Al2O3 DI Water 60,60
71,35.5,360.15,336.15,18.66666666666667,0.8799272593465607,0.2333333333333334,-383.0173327645734,-357.49347885273176,-25.523853911841627,Al2O3 DI Water 60,60
72,36.0,360.55,336.15,19.0,0.8799272593465607,0.2375,-383.44273032977065,-357.49347885273176,-25.9492514770389,Al2O3 DI Water 60,60
73,36.5,360.95,335.65,19.5,0.8799272593465607,0.24375,-383.868127894968,-356.961731896235,-26.906395998733046,Al2O3 DI Water 60,60
74,37.0,360.95,335.65,19.16666666666667,0.8799272593465607,0.2395833333333334,-383.868127894968,-356.961731896235,-26.906395998733046,Al2O3 DI Water 60,60
75,37.5,361.15,336.4,18.75,0.8799272593465607,0.234375,-384.08082667756673,-357.7593523309801,-26.321474346586623,Al2O3 DI Water 60,60
76,38.0,361.15,336.65,18.5,0.8799272593465607,0.23125,-384.08082667756673,-358.0252258092284,-26.05560086833833,Al2O3 DI Water 60,60
77,38.5,361.15,336.9,18.25,0.9132578373521122,0.228125,-272.44711064697253,-254.1532094059672,-18.29390124100533,Al2O3 DI Water 60,60
78,39.0,361.55,336.9,18.25,0.9132578373521122,0.228125,-272.7488657189891,-254.1532094059672,-18.59565631302192,Al2O3 DI Water 60,60
79,39.5,361.95,337.15,18.33333333333333,0.9132578373521122,0.2291666666666666,-273.05062079100577,-254.3418063259776,-18.70881446502821,Al2O3 DI Water 60,60
80,40.0,361.95,337.15,18.0,0.9132578373521122,0.225,-273.05062079100577,-254.3418063259776,-18.70881446502821,Al2O3 DI Water 60,60
81,40.5,362.55,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,-165.45438407088122,-153.86276538269922,-11.591618688181995,Al2O3 DI Water 60,60
82,41.0,362.35,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,-165.36311148278529,-153.86276538269922,-11.500346100086064,Al2O3 DI Water 60,60
83,41.5,362.55,337.15,18.66666666666667,0.9465884153576638,0.2333333333333334,-165.45438407088122,-153.86276538269922,-11.591618688181995,Al2O3 DI Water 60,60
84,42.0,362.55,336.9,18.58333333333333,0.9465884153576638,0.2322916666666666,-165.45438407088122,-153.7486746475793,-11.705709423301926,Al2O3 DI Water 60,60
85,42.5,362.55,337.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-165.45438407088122,-153.86276538269922,-11.591618688181995,Al2O3 DI Water 60,60
86,43.0,362.55,336.9,18.58333333333333,0.9465884153576638,0.2322916666666666,-165.45438407088122,-153.7486746475793,-11.705709423301926,Al2O3 DI Water 60,60
87,43.5,362.95,336.9,19.25,0.9465884153576638,0.240625,-165.63692924707306,-153.7486746475793,-11.888254599493765,Al2O3 DI Water 60,60
88,44.0,363.35,336.9,18.91666666666667,0.9465884153576638,0.2364583333333333,-165.8194744232649,-153.7486746475793,-12.0707997756856,Al2O3 DI Water 60,60
89,44.5,363.55,337.4,18.41666666666667,0.9465884153576638,0.2302083333333334,-165.9107470113608,-153.97685611781912,-11.933890893541673,Al2O3 DI Water 60,60
90,45.0,363.75,337.4,18.75,0.9465884153576638,0.234375,-166.00201959945676,-153.97685611781912,-12.025163481637634,Al2O3 DI Water 60,60
91,45.5,363.35,336.9,18.58333333333333,0.9465884153576638,0.2322916666666666,-165.8194744232649,-153.7486746475793,-12.0707997756856,Al2O3 DI Water 60,60
92,46.0,363.55,336.9,18.91666666666667,0.9465884153576638,0.2364583333333333,-165.9107470113608,-153.7486746475793,-12.162072363781505,Al2O3 DI Water 60,60
93,46.5,362.75,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-165.54565665897712,-154.3191283231788,-11.22652833579832,Al2O3 DI Water 60,60
94,47.0,362.95,337.65,18.83333333333333,0.9465884153576638,0.2354166666666666,-165.63692924707306,-154.09094685293903,-11.545982394134027,Al2O3 DI Water 60,60
95,47.5,363.15,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-165.728201835169,-154.3191283231788,-11.409073511990186,Al2O3 DI Water 60,60
96,48.0,363.55,337.9,18.58333333333333,0.9465884153576638,0.2322916666666666,-165.9107470113608,-154.20503758805893,-11.705709423301869,Al2O3 DI Water 60,60
97,48.5,363.55,337.4,19.08333333333333,0.9465884153576638,0.2385416666666666,-165.9107470113608,-153.97685611781912,-11.933890893541673,Al2O3 DI Water 60,60
98,49.0,363.75,337.9,18.58333333333333,0.9465884153576638,0.2322916666666666,-166.00201959945676,-154.20503758805893,-11.79698201139783,Al2O3 DI Water 60,60
99,49.5,364.35,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-166.2758373637445,-154.3191283231788,-11.956709040565698,Al2O3 DI Water 60,60
100,50.0,364.95,338.15,18.33333333333333,0.9465884153576638,0.2291666666666666,-166.54965512803227,-154.3191283231788,-12.230526804853469,Al2O3 DI Water 60,60
101,50.5,364.55,338.4,17.75,0.9465884153576638,0.221875,-166.3671099518404,-154.4332190582987,-11.9338908935417,Al2O3 DI Water 60,60
102,51.0,364.75,338.4,18.08333333333333,0.9799189933632152,0.2260416666666666,-61.51602523507273,-57.07202999190846,-4.443995243164274,Al2O3 DI Water 60,60
103,51.5,364.75,337.9,18.25,0.9799189933632152,0.228125,-61.51602523507273,-56.98770370645943,-4.528321528613304,Al2O3 DI Water 60,60
104,52.0,364.95,337.65,18.5,0.9799189933632152,0.23125,-61.54975574925235,-56.9455405637349,-4.604215185517447,Al2O3 DI Water 60,60
105,52.5,364.95,337.4,19.08333333333333,0.9799189933632152,0.2385416666666666,-61.54975574925235,-56.90337742101038,-4.6463783282419655,Al2O3 DI Water 60,60
106,53.0,365.15,337.9,18.91666666666667,0.9799189933632152,0.2364583333333333,-61.58348626343195,-56.98770370645943,-4.595782556972523,Al2O3 DI Water 60,60
107,53.5,364.75,339.15,17.33333333333333,0.9799189933632152,0.2166666666666666,-61.51602523507273,-57.198519420082015,-4.317505814990717,Al2O3 DI Water 60,60
108,54.0,364.95,339.15,17.33333333333333,0.9799189933632152,0.2166666666666666,-61.54975574925235,-57.198519420082015,-4.351236329170334,Al2O3 DI Water 60,60
109,54.5,364.75,339.15,17.33333333333333,1.0132495713687668,0.2166666666666666,39.9158884346656,37.11438947941559,2.801498955250011,Al2O3 DI Water 60,60
110,55.0,365.15,339.4,17.41666666666667,1.0132495713687668,0.2177083333333334,39.95966185584138,37.14174786765046,2.817913988190924,Al2O3 DI Water 60,60
111,55.5,365.35,339.65,17.16666666666667,1.0132495713687668,0.2145833333333334,39.98154856642927,37.16910625588532,2.8124423105439504,Al2O3 DI Water 60,60
112,56.0,365.55,338.65,18.5,1.0132495713687668,0.23125,40.00343527701716,37.05967270294587,2.943762574071293,Al2O3 DI Water 60,60
113,56.5,365.35,339.65,17.16666666666667,1.0132495713687668,0.2145833333333334,39.98154856642927,37.16910625588532,2.8124423105439504,Al2O3 DI Water 60,60
114,57.0,364.95,339.15,17.33333333333333,1.0132495713687668,0.2166666666666666,39.9377751452535,37.11438947941559,2.823385665837904,Al2O3 DI Water 60,60
115,57.5,365.15,338.9,17.58333333333333,1.0132495713687668,0.2197916666666666,39.95966185584138,37.087031091180734,2.8726307646606486,Al2O3 DI Water 60,60
116,58.0,365.55,339.15,18.0,1.0132495713687668,0.225,40.00343527701716,37.11438947941559,2.889045797601568,Al2O3 DI Water 60,60
117,58.5,364.75,340.15,16.33333333333333,1.0132495713687668,0.2041666666666666,39.9158884346656,37.22382303235505,2.692065402310554,Al2O3 DI Water 60,60
118,59.0,364.35,343.4,14.083333333333329,1.0132495713687668,0.1760416666666666,39.87211501348982,37.57948207940827,2.2926329340815457,Al2O3 DI Water 60,60
119,59.5,364.35,343.65,14.833333333333329,1.062285517730534,0.1854166666666666,183.0329076990436,172.63416695698186,10.39874074206176,Al2O3 DI Water 60,60
120,0.0,312.54999999999995,303.15,7.333333333333336,0.346638011257736,0.0916666666666667,-2753.0869300318354,-2670.287323113585,-82.79960691825045,Al2O3 DI Water 60,60
121,0.5,314.75,304.15,8.0,0.3799685892632876,0.1,-2532.220674614862,-2446.941757534901,-85.27891707996105,Al2O3 DI Water 60,60
122,1.0,316.75,304.9,9.25,0.3799685892632876,0.115625,-2548.311036328062,-2452.975643177352,-95.3353931507104,Al2O3 DI Water 60,60
123,1.5,318.75,305.65,10.166666666666664,0.4132991672688391,0.1270833333333333,-2341.573780160572,-2245.3396891171096,-96.23409104346229,Al2O3 DI Water 60,60
124,2.0,320.75,306.65,10.833333333333336,0.4132991672688391,0.1354166666666666,-2356.266007800795,-2252.685802937221,-103.58020486357329,Al2O3 DI Water 60,60
125,2.5,321.75,308.15,9.333333333333336,0.4132991672688391,0.1166666666666667,-2363.6121216209067,-2263.704973667389,-99.90714795351778,Al2O3 DI Water 60,60
126,3.0,323.35,308.4,10.083333333333336,0.4132991672688391,0.1260416666666667,-2375.365903733085,-2265.5415021224167,-109.82440161066825,Al2O3 DI Water 60,60
127,3.5,325.15,308.9,11.583333333333336,0.4132991672688391,0.1447916666666667,-2388.5889086092857,-2269.2145590324726,-119.37434957681307,Al2O3 DI Water 60,60
128,4.0,326.75,310.65,12.166666666666664,0.4132991672688391,0.1520833333333333,-2400.3426907214644,-2282.070258217668,-118.2724325037966,Al2O3 DI Water 60,60
129,4.5,328.15,311.9,13.25,0.4466297452743906,0.165625,-2199.029842600243,-2090.133804379143,-108.89603822109984,Al2O3 DI Water 60,60
130,5.0,330.35,312.9,13.583333333333336,0.4466297452743906,0.1697916666666667,-2213.7726908517143,-2096.8350990389026,-116.93759181281166,Al2O3 DI Water 60,60
131,5.5,331.75,313.4,14.416666666666664,0.4466297452743906,0.1802083333333333,-2223.1545033753787,-2100.185746368783,-122.96875700659577,Al2O3 DI Water 60,60
132,6.0,333.35,313.9,14.916666666666664,0.4466297452743906,0.1864583333333333,-2233.8765748309943,-2103.536393698663,-130.3401811323315,Al2O3 DI Water 60,60
133,6.5,334.75,314.65,15.5,0.4799603232799422,0.19375,-2042.9481128528275,-1920.2796824768996,-122.66843037592798,Al2O3 DI Water 60,60
134,7.0,335.95,315.15,16.0,0.4799603232799422,0.2,-2050.2716012334795,-1923.3311359688375,-126.94046526464172,Al2O3 DI Water 60,60
135,7.5,337.15,316.4,16.083333333333336,0.4799603232799422,0.2010416666666667,-2057.595089614132,-1930.959769698684,-126.635319915448,Al2O3 DI Water 60,60
136,8.0,337.75,316.9,16.25,0.4799603232799422,0.203125,-2061.2568338044584,-1934.0112231906228,-127.24561061383564,Al2O3 DI Water 60,60
137,8.5,338.95,317.9,15.916666666666664,0.5132909012854937,0.1989583333333333,-1879.3797324677976,-1762.663569705009,-116.7161627627886,Al2O3 DI Water 60,60
138,9.0,339.75,318.4,16.75,0.5132909012854937,0.209375,-1883.8155011238655,-1765.4359251150518,-118.37957600881396,Al2O3 DI Water 60,60
139,9.5,340.75,319.15,16.666666666666664,0.5132909012854937,0.2083333333333333,-1889.3602119439504,-1769.5944582301152,-119.76575371383548,Al2O3 DI Water 60,60
140,10.0,341.35,319.65,16.833333333333336,0.5132909012854937,0.2104166666666667,-1892.687038436001,-1772.3668136401575,-120.3202247958436,Al2O3 DI Water 60,60
141,10.5,342.15,320.65,16.83333333333333,0.5466214792910453,0.2104166666666666,-1718.1559310538917,-1610.1905576280296,-107.96537342586204,Al2O3 DI Water 60,60
142,11.0,342.95,321.4,17.41666666666667,0.5466214792910453,0.2177083333333334,-1722.1732472743888,-1613.9567915847458,-108.216455689643,Al2O3 DI Water 60,60
143,11.5,343.35,322.4,16.75,0.5799520572965968,0.209375,-1555.2206487662306,-1460.3265972396468,-94.89405152658378,Al2O3 DI Water 60,60
144,12.0,344.35,323.4,16.08333333333333,0.5799520572965968,0.2010416666666666,-1559.7501977651127,-1464.856146238529,-94.89405152658378,Al2O3 DI Water 60,60
145,12.5,344.95,324.15,16.0,0.5799520572965968,0.2,-1562.4679271644422,-1468.2533079876907,-94.21461917675153,Al2O3 DI Water 60,60
146,13.0,345.75,324.9,15.916666666666671,0.6132826353021483,0.1989583333333334,-1405.459528538658,-1320.7051361452202,-84.75439239343791,Al2O3 DI Water 60,60
147,13.5,346.95,325.65,16.16666666666667,0.6132826353021483,0.2020833333333334,-1410.3374791800068,-1323.7538552960634,-86.58362388394335,Al2O3 DI Water 60,60
148,14.0,346.75,326.9,14.916666666666671,0.6132826353021483,0.1864583333333334,-1409.5244874064488,-1328.835053880802,-80.68943352564679,Al2O3 DI Water 60,60
149,14.5,347.75,327.4,15.416666666666671,0.6132826353021483,0.1927083333333334,-1413.5894462742394,-1330.8675333146973,-82.72191295954212,Al2O3 DI Water 60,60
150,15.0,348.35,328.65,14.5,0.6466132133076999,0.18125,-1262.755520398313,-1191.3437685629556,-71.41175183535734,Al2O3 DI Water 60,60
151,15.5,348.95,328.9,15.25,0.6466132133076999,0.190625,-1264.9304976115727,-1192.2500090684805,-72.68048854309222,Al2O3 DI Water 60,60
152,16.0,349.15,329.4,15.083333333333329,0.6466132133076999,0.1885416666666666,-1265.6554900159929,-1194.06249007953,-71.59299993646255,Al2O3 DI Water 60,60
153,16.5,349.75,330.65,14.166666666666671,0.6799437913132514,0.1770833333333334,-1121.6780234239377,-1060.4226974842743,-61.25532593966341,Al2O3 DI Water 60,60
154,17.0,349.95,331.15,14.0,0.6799437913132514,0.175,-1122.319440449484,-1062.02624004814,-60.29320040134394,Al2O3 DI Water 60,60
155,17.5,350.75,331.9,13.916666666666671,0.6799437913132514,0.1739583333333333,-1124.8851085516685,-1064.431553893938,-60.453554657730365,Al2O3 DI Water 60,60
156,18.0,351.15,332.4,13.75,0.6799437913132514,0.171875,-1126.167942602761,-1066.0350964578035,-60.13284614495751,Al2O3 DI Water 60,60
157,18.5,351.54999999999995,333.4,13.083333333333329,0.6799437913132514,0.1635416666666666,-1127.4507766538534,-1069.2421815855348,-58.20859506831857,Al2O3 DI Water 60,60
158,19.0,351.95,334.15,13.0,0.6799437913132514,0.1625,-1128.733610704946,-1071.647495431333,-57.0861152736129,Al2O3 DI Water 60,60
159,19.5,351.95,334.15,13.0,0.6799437913132514,0.1625,-1128.733610704946,-1071.647495431333,-57.0861152736129,Al2O3 DI Water 60,60
160,20.0,352.54999999999995,334.15,13.666666666666671,0.713274369318803,0.1708333333333334,-990.3870446086036,-938.697577523656,-51.68946708494764,Al2O3 DI Water 60,60
161,20.5,352.95,335.15,13.0,0.713274369318803,0.1625,-991.510728675668,-941.5067876913162,-50.00394098435174,Al2O3 DI Water 60,60
162,21.0,353.35,335.15,13.333333333333329,0.713274369318803,0.1666666666666666,-992.634412742732,-941.5067876913162,-51.12762505141575,Al2O3 DI Water 60,60
163,21.5,353.35,335.9,12.583333333333329,0.713274369318803,0.1572916666666666,-992.634412742732,-943.6136953170616,-49.020717425670455,Al2O3 DI Water 60,60
164,22.0,353.75,335.65,13.166666666666671,0.713274369318803,0.1645833333333334,-993.758096809796,-942.9113927751464,-50.84670403464963,Al2O3 DI Water 60,60
165,22.5,354.54999999999995,336.15,13.333333333333329,0.713274369318803,0.1666666666666666,-996.0054649439242,-944.3159978589764,-51.68946708494764,Al2O3 DI Water 60,60
166,23.0,355.35,337.15,13.0,0.713274369318803,0.1625,-998.2528330780524,-947.1252080266366,-51.12762505141575,Al2O3 DI Water 60,60
167,23.5,355.95,337.4,13.416666666666671,0.713274369318803,0.1677083333333334,-999.9383591786484,-947.8275105685516,-52.11084861009681,Al2O3 DI Water 60,60
168,24.0,356.95,336.9,14.583333333333329,0.713274369318803,0.1822916666666666,-1002.7475693463086,-946.4229054847216,-56.324663861587055,Al2O3 DI Water 60,60
169,24.5,356.95,336.4,14.75,0.713274369318803,0.184375,-1002.7475693463086,-945.0183004008916,-57.72926894541706,Al2O3 DI Water 60,60
170,25.0,357.35,335.9,15.25,0.713274369318803,0.190625,-1003.8712534133726,-943.6136953170616,-60.25755809631119,Al2O3 DI Water 60,60
171,25.5,357.95,337.15,14.666666666666671,0.7466049473243546,0.1833333333333334,-869.6429188775362,-819.1091216638115,-50.53379721372471,Al2O3 DI Water 60,60
172,26.0,358.35,337.4,14.416666666666671,0.7466049473243546,0.1802083333333334,-870.6147226701079,-819.7164990341688,-50.89822363593908,Al2O3 DI Water 60,60
173,26.5,358.35,337.4,14.416666666666671,0.7466049473243546,0.1802083333333334,-870.6147226701079,-819.7164990341688,-50.89822363593908,Al2O3 DI Water 60,60
174,27.0,358.54999999999995,337.15,14.666666666666671,0.7466049473243546,0.1833333333333334,-871.1006245663935,-819.1091216638115,-51.991502902582056,Al2O3 DI Water 60,60
175,27.5,358.95,337.9,13.916666666666671,0.7466049473243546,0.1739583333333333,-872.0724283589653,-820.9312537748833,-51.14117458408202,Al2O3 DI Water 60,60
176,28.0,359.15,337.65,14.166666666666671,0.7466049473243546,0.1770833333333334,-872.558330255251,-820.3238764045261,-52.23445385072489,Al2O3 DI Water 60,60
177,28.5,359.54999999999995,338.15,14.0,0.7466049473243546,0.175,-873.5301340478227,-821.5386311452405,-51.99150290258217,Al2O3 DI Water 60,60
178,29.0,359.95,337.65,14.5,0.7466049473243546,0.18125,-874.5019378403944,-820.3238764045261,-54.17806143586824,Al2O3 DI Water 60,60
179,29.5,359.95,337.65,14.166666666666671,0.7799355253299061,0.1770833333333334,-743.7988814982864,-697.7182729209512,-46.08060857733517,Al2O3 DI Water 60,60
180,30.0,360.15,337.9,13.916666666666671,0.7799355253299061,0.1739583333333333,-744.21216049898,-698.2348716718182,-45.97728882716183,Al2O3 DI Water 60,60
181,30.5,360.35,338.15,13.666666666666671,0.7799355253299061,0.1708333333333334,-744.6254394996735,-698.7514704226851,-45.87396907698837,Al2O3 DI Water 60,60
182,31.0,360.55,338.4,13.75,0.7799355253299061,0.171875,-745.038718500367,-699.2680691735521,-45.77064932681492,Al2O3 DI Water 60,60
183,31.5,360.55,337.65,14.166666666666671,0.7799355253299061,0.1770833333333334,-745.038718500367,-697.7182729209512,-47.32044557941583,Al2O3 DI Water 60,60
184,32.0,360.95,337.9,14.583333333333329,0.7799355253299061,0.1822916666666666,-745.8652765017542,-698.2348716718182,-47.63040482993608,Al2O3 DI Water 60,60
185,32.5,360.75,337.65,14.5,0.7799355253299061,0.18125,-745.4519975010608,-697.7182729209512,-47.73372458010954,Al2O3 DI Water 60,60
186,33.0,361.15,337.65,15.166666666666671,0.8132661033354576,0.1895833333333333,-620.6283771782935,-580.2441410888849,-40.38423608940855,Al2O3 DI Water 60,60
187,33.5,361.55,338.9,14.583333333333329,0.8132661033354576,0.1822916666666666,-621.3157684308791,-582.3922387532151,-38.92352967766397,Al2O3 DI Water 60,60
188,34.0,360.75,341.4,12.75,0.8132661033354576,0.159375,-619.9409859257079,-586.6884340818756,-33.25255184383229,Al2O3 DI Water 60,60
189,34.5,360.75,341.65,12.5,0.8465966813410092,0.15625,-499.4719610469334,-473.0272917302419,-26.44466931669149,Al2O3 DI Water 60,60
190,35.0,361.15,341.9,12.583333333333329,0.8465966813410092,0.1572916666666666,-500.02577611115726,-473.3734261453819,-26.65234996577533,Al2O3 DI Water 60,60
191,35.5,361.75,342.9,12.25,0.8465966813410092,0.153125,-500.8564987074932,-474.7579638059416,-26.098534901551545,Al2O3 DI Water 60,60
192,36.0,361.35,343.4,11.083333333333329,0.8465966813410092,0.1385416666666666,-500.3026836432692,-475.45023263622153,-24.852451007047705,Al2O3 DI Water 60,60
193,36.5,361.55,343.15,11.666666666666671,0.8465966813410092,0.1458333333333334,-500.5795911753811,-475.1040982210816,-25.47549295429951,Al2O3 DI Water 60,60
194,37.0,361.55,343.15,12.0,0.8465966813410092,0.15,-500.5795911753811,-475.1040982210816,-25.47549295429951,Al2O3 DI Water 60,60
195,37.5,361.55,342.9,12.25,0.8465966813410092,0.153125,-500.5795911753811,-474.7579638059416,-25.82162736943945,Al2O3 DI Water 60,60
196,38.0,361.75,343.65,11.5,0.8465966813410092,0.14375,-500.8564987074932,-475.7963670513615,-25.06013165613172,Al2O3 DI Water 60,60
197,38.5,361.75,342.65,12.833333333333329,0.8465966813410092,0.1604166666666666,-500.8564987074932,-474.4118293908017,-26.44466931669149,Al2O3 DI Water 60,60
198,39.0,361.55,342.9,12.25,0.8465966813410092,0.153125,-500.5795911753811,-474.7579638059416,-25.82162736943945,Al2O3 DI Water 60,60
199,39.5,361.75,344.15,11.0,0.8465966813410092,0.1375,-500.8564987074932,-476.4886358816413,-24.367862825851887,Al2O3 DI Water 60,60
200,40.0,361.75,344.4,10.75,0.8465966813410092,0.134375,-500.8564987074932,-476.8347702967813,-24.021728410711887,Al2O3 DI Water 60,60
201,40.5,361.35,343.9,11.25,0.8465966813410092,0.140625,-500.3026836432692,-476.1425014665015,-24.16018217676776,Al2O3 DI Water 60,60
202,41.0,361.35,343.9,10.916666666666671,0.8799272593465607,0.1364583333333334,-384.2935254601654,-365.7355566784306,-18.55796878173481,Al2O3 DI Water 60,60
203,41.5,361.75,342.9,12.583333333333329,0.8799272593465607,0.1572916666666666,-384.7189230253628,-364.6720627654372,-20.046860259925666,Al2O3 DI Water 60,60
204,42.0,361.75,343.15,12.333333333333329,0.8799272593465607,0.1541666666666666,-384.7189230253628,-364.9379362436855,-19.780986781677317,Al2O3 DI Water 60,60
205,42.5,362.15,342.9,13.25,0.8799272593465607,0.165625,-385.14432059056014,-364.6720627654372,-20.472257825122995,Al2O3 DI Water 60,60
206,43.0,361.75,342.9,12.916666666666671,0.8799272593465607,0.1614583333333334,-384.7189230253628,-364.6720627654372,-20.046860259925666,Al2O3 DI Water 60,60
207,43.5,361.95,343.15,12.666666666666671,0.8799272593465607,0.1583333333333333,-384.9316218079615,-364.9379362436855,-19.993685564276007,Al2O3 DI Water 60,60
208,44.0,361.95,342.9,12.916666666666671,0.8799272593465607,0.1614583333333334,-384.9316218079615,-364.6720627654372,-20.25955904252436,Al2O3 DI Water 60,60
